,game,utt_id,game_start,utt_time,intent,int_type,oids,summary,holding,old_plan,corrected plan,anno_explain,utt
208,cff3f445ee91e6a7_ecab,558,20250701-100149,20250701-100515,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['potato_0', 'cabinet_1', 'potato_1', 'cabinet_0', 'cabinet_2', 'countertop_0']","['potato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Cup, Cup, Spatula, Bread, Sink, Potato, Fork, Plate, SoapBottle, Microwave; ', 'potato_1  is inside a Cabinet ; ', 'cabinet_0  , has inside Bowl; ', 'cabinet_1  ; ', 'cabinet_2 is Open,   is on top of a Floor , has inside Bread; ']",,"[{'command': 'Close(cabinet_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(cabinet_2)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Close(cabinet_2)', 'Open(cabinet_0)']",,Close and open another cabinet
209,a271344397d0507c_5376,560,20250703-090312,20250703-090318,Command,NO_CONTEXT,[],[],,[],"['Pick_up(plate_0)', 'Place(plate_0, countertop_0)']",,place a plate on the countertop
210,a271344397d0507c_5376,562,20250703-090542,20250703-090549,Command,NO_CONTEXT,[],[],,[],['Motion(RotateLeft)'],,turn left
211,a271344397d0507c_5376,564,20250703-090542,20250703-090618,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,[],[],,"[{'command': 'Motion(RotateLeft)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(knife_0)', 'Slice(bread_0)']",,slice the bread
212,a271344397d0507c_5376,566,20250703-090542,20250703-090715,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['knife_0', 'bread_0']","['knife_0 is PickedUp,   ; ', 'bread_0  ; ']",knife_0,"[{'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Slice(bread_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(knife_0, countertop_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, toaster_0)']",,Place the slice  in the toaster
213,a271344397d0507c_5376,568,20250703-090542,20250703-090827,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'bread_0', 'knife_0', 'breadsliced_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Bowl, WineBottle, Cup, Knife, Bowl, Tomato, Bread, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; ']",,"[{'command': 'Place(knife_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(breadsliced_0, toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_on(toaster_0)'],,toast the slice
214,a271344397d0507c_5376,570,20250703-090542,20250703-090903,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['toaster_0', 'bread_0', 'knife_0', 'breadsliced_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Bowl, WineBottle, Cup, Knife, Bowl, Tomato, Bread, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; ']",,"[{'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(plate_0)', 'Place(plate_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(plate_0)', 'Place(plate_0, countertop_0)']",,clean the plate
215,a271344397d0507c_5376,572,20250703-090542,20250703-091016,Command,IN_CONTEXT_AFTER_FAILED,"['toaster_0', 'bread_0', 'sinkbasin_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Bowl, Cup, Knife, Bowl, Tomato, Bread, WineBottle, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; ', 'plate_0 is Dirty,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ']",plate_0,"[{'command': 'Pick_up(plate_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(plate_0, sinkbasin_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(plate_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(plate_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(plate_0, countertop_0)', 'Pick_up(plate_1)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(plate_1)', 'Place(plate_1, countertop_0)']","put away plate_0, get another plate (plate_1) and perform all not-attempted steps of the plan replacing plate_0 with plate_1",pickup another plate
216,a271344397d0507c_5376,574,20250703-090542,20250703-091125,Command,IN_CONTEXT_AFTER_FAILED,"['toaster_0', 'bread_0', 'sinkbasin_0', 'knife_0', 'breadsliced_0', 'plate_0', 'countertop_0']","['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'countertop_0  , has on top Tomato, Bowl, Bowl, Knife, Bread, WineBottle, Cup, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; ', 'plate_0 is Dirty,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Spatula, ButterKnife, SaltShaker; ']",plate_0,"[{'command': 'Place(plate_0, countertop_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Pick_up(plate_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(plate_0, countertop_1)', 'Pick_up(plate_1)']",place the plate that I am holding on a different countertop and perform all not-attempted steps of the old plan,place it on another countertop
217,8d187c2be57b026b_14a6,580,20250703-091643,20250703-091718,Command,NO_CONTEXT,[],[],,[],['Find(bottle_0)'],,find a bottle
218,8d187c2be57b026b_14a6,582,20250703-091643,20250703-091735,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['bottle_0'],"['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ']",,"[{'command': 'Find(bottle_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Go_to(cabinet_0)', 'Open(cabinet_0)', 'Pick_up(bottle_0)']",,pickup the bottke
219,8d187c2be57b026b_14a6,584,20250703-091643,20250703-091813,Command,IN_CONTEXT_AFTER_FAILED,"['bottle_0', 'cabinet_0']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ']",,"[{'command': 'Go_to(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Pick_up(bottle_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Pick_up(bottle_1)'],"Instead of bottle_0, try to pick up bottle_1",pickup another bottle
220,8d187c2be57b026b_14a6,586,20250703-091643,20250703-091842,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['bottle_0', 'cabinet_0', 'bottle_1']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'bottle_1 is FilledWithLiquid,  is PickedUp,   ; ']",bottle_1,"[{'command': 'Pick_up(bottle_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(bottle_1, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(bottle_1)']",,fill it with water
221,8d187c2be57b026b_14a6,588,20250703-091643,20250703-091939,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['bottle_1', 'bottle_0', 'cabinet_0', 'faucet_0', 'sinkbasin_0']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'bottle_1 is FilledWithLiquid,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Knife, SoapBottle; ', 'faucet_0  is on top of a CounterTop ; ']",bottle_1,"[{'command': 'Place(bottle_1, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(bottle_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(bottle_1, countertop_0)']",,place it on the countertop
222,8d187c2be57b026b_14a6,590,20250703-091643,20250703-092007,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['bottle_1', 'bottle_0', 'cabinet_0', 'faucet_0', 'sinkbasin_0', 'countertop_0']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'bottle_1 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Knife, SoapBottle; ', 'faucet_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top HousePlant, DishSponge, Bottle, CoffeeMachine, Mug, Faucet; ']",,"[{'command': 'Place(bottle_1, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(mug_0)', 'Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)']",,fill the mug with water
223,8d187c2be57b026b_14a6,592,20250703-091643,20250703-092112,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'bottle_1', 'bottle_0', 'cabinet_0', 'faucet_0', 'sinkbasin_0', 'countertop_0']","['bottle_0 is FilledWithLiquid,   is inside a Cabinet ; ', 'cabinet_0  , has inside Bread; ', 'bottle_1 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Mug, Knife, SoapBottle; ', 'faucet_0 is Toggled,   is on top of a countertop_0 ; ', 'countertop_0  , has on top HousePlant, Bottle, DishSponge, CoffeeMachine, Faucet; ', 'mug_0 is FilledWithLiquid,   is on top of a sinkbasin_0 ; ']",,"[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(mug_0)', 'Go_to(countertop_0)', 'Pour(mug_0, houseplant_0)']",,use the mug to water the plant
224,140100bb94c405d9_6347,594,20250703-092257,20250703-092326,Command,NO_CONTEXT,[],[],,[],['Pick_up(tomato_0)'],,pickup a tomato
225,140100bb94c405d9_6347,596,20250703-092257,20250703-092425,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['tomato_0'],"['tomato_0 is PickedUp,   ; ']",tomato_0,"[{'command': 'Pick_up(tomato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(tomato_0, countertop_0)']",,place it on the countertop
226,140100bb94c405d9_6347,598,20250703-092257,20250703-092524,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'countertop_0']","['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Pot, Tomato; ']",,"[{'command': 'Place(tomato_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(knife_0)'],,fetch a knife
227,140100bb94c405d9_6347,600,20250703-092257,20250703-092600,Command,IN_CONTEXT_AFTER_FINAL_FAILED,"['tomato_0', 'knife_0', 'countertop_0']","['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Tomato, Pot; ', 'knife_0  is inside a Fridge ; ']",,"[{'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.FAILED'}]","['Go_to(fridge_0)', 'Open(fridge_0)', 'Pick_up(knife_0)']",,open the fridge to pickup the knife
228,140100bb94c405d9_6347,602,20250703-092257,20250703-092710,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Tomato, Pot; ', 'knife_0 is PickedUp,   ; ', 'fridge_0 is Open,   is on top of a Floor , has inside Book, PepperShaker, Mug, CreditCard, SaltShaker, Fork, Bowl, Fork, Plate, Knife, SaltShaker; ']",knife_0,"[{'command': 'Go_to(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Close(fridge_0)'],,close the fridge
229,140100bb94c405d9_6347,604,20250703-092257,20250703-092729,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['tomato_0  is on top of a countertop_0 ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Tomato, Pot; ', 'knife_0 is PickedUp,   ; ', 'fridge_0  is on top of a Floor , has inside Book, Mug, PepperShaker, SaltShaker, Bowl, Fork, CreditCard, Fork, Plate, Knife, SaltShaker; ']",knife_0,"[{'command': 'Close(fridge_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Slice(tomato_0)'],,now slice the tomato
230,140100bb94c405d9_6347,606,20250703-092257,20250703-092801,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'fridge_0', 'countertop_0']","['tomato_0  ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Bowl, Lettuce, Lettuce, Statue, Statue, Fork, CreditCard, Pot, Tomato, Tomato, Tomato, Tomato, Tomato, Tomato, Tomato; ', 'knife_0 is PickedUp,   ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, SaltShaker, Bowl, CreditCard, Fork, Fork, Plate, Knife, SaltShaker; ']",knife_0,"[{'command': 'Slice(tomato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(knife_0, countertop_0)', 'Pick_up(tomatosliced_0)', 'Place(tomatosliced_0, bowl_0)']",,put the slices in a bowl
231,140100bb94c405d9_6347,608,20250703-092257,20250703-092910,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['tomato_0', 'knife_0', 'bowl_0', 'fridge_0', 'tomatosliced_0', 'countertop_0']","['tomato_0  ; ', 'countertop_0  , has on top PaperTowelRoll, Bowl, Lettuce, Cup, Statue, Vase, Statue, Knife, Bowl, Lettuce, Lettuce, Statue, Fork, CreditCard, Tomato, Tomato, Tomato, Tomato, Tomato, Tomato, Pot, Tomato; ', 'knife_0  is on top of a countertop_0 ; ', 'fridge_0  is on top of a Floor , has inside Book, PepperShaker, Mug, Bowl, Fork, SaltShaker, CreditCard, Plate, Fork, Knife, SaltShaker; ', 'tomatosliced_0  is on top of a countertop_0 ; ', 'bowl_0 is FilledWithLiquid,  is Dirty,   is on top of a countertop_0 , has on top PaperTowelRoll; ']",,"[{'command': 'Place(knife_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(tomatosliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(tomatosliced_0, bowl_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(tomatosliced_0)', 'Place(tomatosliced_0, bowl_1)']",,use another bowl
232,66fecce3c339dad8_84ba,610,20250703-093105,20250703-093109,Command,NO_CONTEXT,[],[],,[],['Pick_up(pot_0)'],,pickup the pot
233,66fecce3c339dad8_84ba,612,20250703-093105,20250703-093157,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,['pot_0'],"['pot_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; ']",pot_0,"[{'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(pot_0)', 'Pour(pot_0, sinkbasin_0)', 'Place(pot_0, countertop_0)']",,clean it in the sink
234,66fecce3c339dad8_84ba,614,20250703-093105,20250703-093259,Command,IN_CONTEXT_AFTER_FAILED,"['pot_0', 'sinkbasin_0']","['pot_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Mug, Apple, PepperShaker, CounterTop; ']",pot_0,"[{'command': 'Place(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pour(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(pot_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(pot_0, countertop_0)', 'Pick_up(mug_0)', 'Pour(mug_0, sinkbasin_0)', 'Place(mug_0, countertop_0)', 'Pick_up(apple_0)', 'Place(apple_0, countertop_0)', 'Pick_up(peppershaker_0)', 'Place(peppershaker_0, countertop_0)', 'Pick_up(Pot_0)', 'Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(pot_0)', 'Pour(pot_0, sinkbasin_0)', 'Place(pot_0, countertop_0)']","take all objects that are in the sink out, placing them on the countertop, and perform all steps from the old plan starting with the failed step",empty the sink first
235,66fecce3c339dad8_84ba,616,20250703-093105,20250703-093410,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'peppershaker_0', 'pot_0', 'apple_0', 'sinkbasin_0', 'countertop_0']","['pot_0 is FilledWithLiquid,  is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside CounterTop; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, PepperShaker, Microwave, Faucet, Apple, SaltShaker, Tomato; ', 'mug_0  is on top of a countertop_0 ; ', 'apple_0  is on top of a countertop_0 ; ', 'peppershaker_0  is on top of a countertop_0 ; ']",,"[{'command': 'Place(pot_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(mug_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(apple_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(apple_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(peppershaker_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(peppershaker_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(pot_0)', 'Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pour(pot_0, sinkbasin_0)', 'Toggle_off(faucet_0)', 'Pick_up(pot_0)', 'Place(pot_0, countertop_0)']",,now clear the pot
236,66fecce3c339dad8_84ba,618,20250703-093105,20250703-093510,Command,IN_CONTEXT_AFTER_FAILED,"['mug_0', 'peppershaker_0', 'pot_0', 'apple_0', 'sinkbasin_0', 'faucet_0', 'countertop_0']","['pot_0 is FilledWithLiquid,   is on top of a sinkbasin_0 ; ', 'sinkbasin_0  , has inside Pot, CounterTop; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, PepperShaker, Microwave, Faucet, SaltShaker, Apple, Tomato; ', 'mug_0  is on top of a countertop_0 ; ', 'apple_0  is on top of a countertop_0 ; ', 'peppershaker_0  is on top of a countertop_0 ; ', 'faucet_0 is Toggled,   is on top of a countertop_0 ; ']",,"[{'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pour(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(pot_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Toggle_off(faucet_0)', 'Pick_up(pot_0)', 'Pour(pot_0, sinkbasin_0)', 'Place(pot_0, countertop_0)']",pick up the pot and continue the old plan from the failed step,empty the pot
237,66fecce3c339dad8_84ba,620,20250703-093105,20250703-093614,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,"['mug_0', 'peppershaker_0', 'pot_0', 'apple_0', 'sinkbasin_0', 'faucet_0', 'countertop_0']","['pot_0  is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside CounterTop; ', 'countertop_0  is on top of a sinkbasin_0 , has on top Mug, SoapBottle, Pot, PepperShaker, Microwave, Faucet, SaltShaker, Apple, Tomato; ', 'mug_0  is on top of a countertop_0 ; ', 'apple_0  is on top of a countertop_0 ; ', 'peppershaker_0  is on top of a countertop_0 ; ', 'faucet_0  is on top of a countertop_0 ; ']",,"[{'command': 'Toggle_off(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pour(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(pot_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(pot_1)'],,pikcup another pot
238,1c977f9a4b56548f_9d4b,624,20250703-094247,20250703-094307,Command,NO_CONTEXT,[],[],,[],"['Motion(RotateRight)', 'Motion(RotateRight)']",,turn around
239,1c977f9a4b56548f_9d4b,626,20250703-094247,20250703-094324,Command,IN_CONTEXT_AFTER_FINAL_SUCCESS,[],[],,"[{'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Motion(RotateRight)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(cup_0)', 'Place(cup_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_0)', 'Place(cup_0, countertop_0)']",,make coffee
240,1c977f9a4b56548f_9d4b,628,20250703-094247,20250703-094405,Command,IN_CONTEXT_AFTER_SUCCESS,['cup_0'],"['cup_0 is FilledWithLiquid,  is PickedUp,   ; ']",cup_0,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",Put away cup 0; pick up mug_0 and  do all not attempted steps in the old plan using mug_0 instead,pickup another mug
241,1c977f9a4b56548f_9d4b,630,20250703-094542,20250703-094542,Command,NO_CONTEXT,[],[],,[],"['Pick_up(cup_0)', 'Place(cup_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_0)', 'Place(cup_0, countertop_0)']",,make coffee
242,1c977f9a4b56548f_9d4b,633,20250703-094821,20250703-094821,Command,NO_CONTEXT,[],[],,[],"['Pick_up(cup_0)', 'Place(cup_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_0)', 'Place(cup_0, countertop_0)']",,make coffee
243,1c977f9a4b56548f_9d4b,637,20250703-095101,20250703-095101,Command,NO_CONTEXT,[],[],,[],"['Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",,make coffee
