game,uid,id,game_start,utt_time,context,utt,old_plan,new_plan,new_plan_correction,anno,int_type,anno_explain,anno_manual_plan_correction,anno_needs_dlg,anno_couldbesolved_by_reasoning,notes
1c977f9a4b56548f_9d4b,A2,655,20250704-093429,20250704-093637,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; Plate; SaltShaker; Drawer; Cabinet; Cabinet; Cabinet; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; SaltShaker; SoapBottle; Microwave'}",move forward,"[{'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(cup_1)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(cup_1, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_1, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Motion(MoveAhead)'],,gpt,IN_CONTEXT_AFTER_FAILED,move forward and continue the plan from the failed step,"['Motion(MoveAhead)','CONTINUE_FAILED']",,,
1c977f9a4b56548f_9d4b,A2,657,20250704-093429,20250704-093708,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; SaltShaker; Drawer; Cabinet; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; SoapBottle; Microwave'}",turn left,"[{'command': 'Motion(MoveAhead)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(RotateLeft)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
1c977f9a4b56548f_9d4b,A2,659,20250704-093429,20250704-093722,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; SaltShaker; Drawer; Cabinet; Floor; CounterTop; GarbageCan; Fridge'}",move ahead,"[{'command': 'Motion(RotateLeft)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(MoveAhead)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
1c977f9a4b56548f_9d4b,A2,662,20250704-093429,20250704-093805,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; Plate; SaltShaker; Drawer; Cabinet; Cabinet; Cabinet; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; SaltShaker; SoapBottle; Microwave'}",move left,"[{'command': 'Pick_up(cup_1)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(cup_1, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_1, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Motion(MoveLeft)'],,gpt,IN_CONTEXT_AFTER_FAILED,move to the left and continue from the failed step,"['Motion(MoveLeft)', 'CONTINUE_FAILED']",,,
1c977f9a4b56548f_9d4b,A2,664,20250704-093429,20250704-093820,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; SaltShaker; Drawer; Cabinet; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; Microwave; Mug'}",move left,"[{'command': 'Motion(MoveLeft)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(MoveLeft)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
1c977f9a4b56548f_9d4b,A2,667,20250704-093923,20250704-093923,"{'oids': [], 'summary': [], 'holding': None, 'visual': ''}",make coffee,[],"['Pick_up(cup_0)', 'Place(cup_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_0)', 'Place(cup_0, countertop_0)']",,gpt,NO_CONTEXT,,,,,
1c977f9a4b56548f_9d4b,A2,671,20250704-093923,20250704-094224,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; Plate; SaltShaker; Drawer; Cabinet; Cabinet; Cabinet; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; SaltShaker; SoapBottle; Microwave'}",move forward,"[{'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(cup_1)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(cup_1, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_1)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_1, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]",['Motion(MoveAhead)'],,gpt,IN_CONTEXT_AFTER_FAILED,move forward and continue the plan from the failed step,"['Motion(MoveAhead)','CONTINUE_FAILED']",,,
1c977f9a4b56548f_9d4b,A2,673,20250704-093923,20250704-094322,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; SaltShaker; Drawer; Cabinet; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; SoapBottle; Microwave'}",move left,"[{'command': 'Motion(MoveAhead)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Motion(MoveLeft)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
1c977f9a4b56548f_9d4b,A2,675,20250704-093923,20250704-094330,"{'oids': ['cup_0', 'countertop_0', 'cup_1'], 'summary': ['cup_0 is FilledWithLiquid,   is on top of a countertop_0 ; ', 'countertop_0  , has on top Spatula, Cup, Toaster; ', 'cup_1 is Dirty,   is inside a Cabinet ; '], 'holding': None, 'visual': 'SprayBottle; SaltShaker; Drawer; Cabinet; Floor; CounterTop; CounterTop; GarbageCan; HousePlant; Fridge; Microwave; Mug'}",find another mug,"[{'command': 'Motion(MoveLeft)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(mug_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
1c977f9a4b56548f_9d4b,A2,677,20250704-100046,20250704-100046,"{'oids': [], 'summary': [], 'holding': None, 'visual': ''}",make coffee,[],"['Pick_up(cup_0)', 'Place(cup_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(cup_0)', 'Place(cup_0, countertop_0)']",,gpt,NO_CONTEXT,,,,,
1c977f9a4b56548f_9d4b,A2,679,20250704-100046,20250704-100121,"{'oids': ['cup_0'], 'summary': ['cup_0 is FilledWithLiquid,  is PickedUp,   ; '], 'holding': 'cup_0', 'visual': 'Cup; Cabinet; Drawer; StoveBurner; CounterTop; Floor; StoveBurner; Cabinet; Drawer; Cabinet; StoveBurner; StoveBurner; StoveKnob; StoveKnob; StoveKnob; StoveKnob; Spatula; Toaster'}",use another cup,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(cup_0, countertop_0)', 'Pick_up(cup_1)']",,gpt,IN_CONTEXT_AFTER_SUCCESS,Put away cup 0; pick up cup_1 and  do all not attempted steps in the old plan using cup_1 instead,"['Place(cup_0, countertop_0)', 'Pick_up(cup_1)',  'Place(cup_1, coffeemachine_0)','Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)','Pick_up(cup_1)', 'Place(cup_1, countertop_0)']",,,
1c977f9a4b56548f_9d4b,A2,682,20250704-103200,20250704-103218,"{'oids': [], 'summary': [], 'holding': None, 'visual': ''}",Please use a mug,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",,gpt,IN_CONTEXT_BEFORE_INITIAL,,,,,
1c977f9a4b56548f_9d4b,A2,692,20250704-110911,20250704-110924,"{'oids': [], 'summary': [], 'holding': None, 'visual': ''}",use a mug,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_off(coffeemachine_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(cup_0, countertop_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(mug_0)', 'Place(mug_0, coffeemachine_0)', 'Toggle_on(coffeemachine_0)', 'Toggle_off(coffeemachine_0)', 'Pick_up(mug_0)', 'Place(mug_0, countertop_0)']",,gpt,IN_CONTEXT_BEFORE_INITIAL,,,,,
4b35d68889ce50b9_991a,A2,702,20250704-114822,20250704-114840,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Pan; StoveBurner; StoveBurner; Cabinet; Cabinet; Cabinet; Cabinet; StoveBurner; StoveBurner; CounterTop; WineBottle; CoffeeMachine; PepperShaker; StoveKnob; StoveKnob; StoveKnob; StoveKnob; DishSponge; Knife'}",make a toast and put it on a plate,"[{'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Slice(bread_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Place(breadsliced_0, toaster_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(toaster_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(knife_0)', 'Slice(bread_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, toaster_0)', 'Toggle_on(toaster_0)', 'Pick_up(breadsliced_0)', 'Place(breadsliced_0, plate_0)']",,gpt,IN_CONTEXT_BEFORE_INITIAL,,,,,
c5216e91776571e9_fb71,A2,708,20250704-115909,20250704-115909,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'SaltShaker; Kettle; Pot; CounterTop; Floor'}",use a bottle to water the plant,[],"['Pick_up(bottle_0)', 'Place(bottle_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Toggle_off(faucet_0)', 'Pick_up(bottle_0)', 'Pour(bottle_0, houseplant_0)']",,gpt,NO_CONTEXT,,,,,
8bae25f8140ae442_17e6,A2,710,20250704-120136,20250704-120235,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Kettle; WineBottle; Floor; Knife; Pot; Kettle; Window; PepperShaker; Mug; Blinds; Stool; DiningTable'}",place all the potatoes in the cabinet,[],"['Pick_up(potato_0)', 'Place(potato_0, cabinet_0)', 'Pick_up(potato_1)', 'Place(potato_1, cabinet_0)']",,gpt,NO_CONTEXT,,,,,
8bae25f8140ae442_17e6,A2,714,20250704-120909,20250704-121120,"{'oids': ['potato_0', 'cabinet_0', 'potato_1'], 'summary': ['potato_0  is on top of a cabinet_0 ; ', 'cabinet_0  , has inside Potato, Lettuce, Potato; ', 'potato_1  is on top of a cabinet_0 ; '], 'holding': None, 'visual': 'Kettle; DishSponge; Drawer; Floor; CounterTop; Cabinet; Fork; Kettle; PepperShaker; DishSponge; Stool; DiningTable'}",find another potato and place in the cabinet,"[{'command': 'Pick_up(potato_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Open(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(potato_0, cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(potato_1)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(potato_1, cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Close(cabinet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(potato_2)', 'Open(cabinet_0)', 'Place(potato_2, cabinet_0)', 'Close(cabinet_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
458d075d168379d0_98ef,A3,716,20250709-143732,20250709-143732,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Egg; Spoon; Tomato; ButterKnife; Lettuce; ButterKnife; Cabinet; Cabinet; Floor; Window; Spatula; DiningTable'}",pick up a mug,[],['Pick_up(mug_0)'],,gpt,NO_CONTEXT,,,,,
458d075d168379d0_98ef,A3,718,20250709-143732,20250709-143926,"{'oids': ['mug_0'], 'summary': ['mug_0 is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'ButterKnife; SaltShaker; Egg; ButterKnife; SoapBottle; Tomato; Tomato; Mug; Tomato; ButterKnife; Knife; SoapBottle; Lettuce; ButterKnife; Floor; Window; DiningTable'}","the mug is dirty, you need to clean it first","[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(mug_0, sinkbasin_0)', 'Toggle_on(faucet_0)', 'Pick_up(mug_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
458d075d168379d0_98ef,A3,720,20250709-143732,20250709-144031,"{'oids': ['mug_0', 'sinkbasin_0', 'faucet_0'], 'summary': ['mug_0 is FilledWithLiquid,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0 is Toggled,   is on top of a CounterTop ; '], 'holding': 'mug_0', 'visual': 'Knife; Mug; ButterKnife; Cup; Cabinet; Cabinet; Cabinet; Sink; Cabinet; Drawer; CounterTop; Cabinet; Cabinet; Floor; Microwave; SinkBasin; Knife; Toaster; Faucet; Faucet'}",pour the water from the mug to the sink,"[{'command': 'Place(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(mug_0, sinkbasin_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
458d075d168379d0_98ef,A3,722,20250709-143732,20250709-144053,"{'oids': ['mug_0', 'sinkbasin_0', 'faucet_0'], 'summary': ['mug_0 is PickedUp,   ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0 is Toggled,   is on top of a CounterTop ; '], 'holding': 'mug_0', 'visual': 'Knife; Mug; ButterKnife; Cup; Cabinet; Cabinet; Cabinet; Sink; Cabinet; Drawer; CounterTop; Cabinet; Cabinet; Floor; Microwave; SinkBasin; Knife; Toaster; Faucet; Faucet'}",place the mug on the coffee machine,"[{'command': 'Pour(mug_0, sinkbasin_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(mug_0, coffeemachine_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
458d075d168379d0_98ef,A3,724,20250709-143732,20250709-144124,"{'oids': ['mug_0', 'sinkbasin_0', 'faucet_0', 'coffeemachine_0'], 'summary': ['mug_0  is on top of a CounterTop and on top of a coffeemachine_0 ; ', 'sinkbasin_0  , has inside Cup; ', 'faucet_0 is Toggled,   is on top of a CounterTop ; ', 'coffeemachine_0  is on top of a CounterTop , has on top Mug; '], 'holding': None, 'visual': 'Pan; Pot; Potato; Mug; SaltShaker; Mug; Drawer; Drawer; CounterTop; Cabinet; Cabinet; StoveBurner; StoveBurner; Floor; CoffeeMachine; StoveKnob'}",turn on the coffee machine,"[{'command': 'Place(mug_0, coffeemachine_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Toggle_on(coffeemachine_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A3,728,20250709-144247,20250709-144302,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Apple; Lettuce; Floor; Lettuce; ButterKnife; Stool; DiningTable'}",es,"[{'command': 'Find(knife_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Slice(bread_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Find(knife_0)', 'Pick_up(knife_0)', 'Slice(bread_0)']",,gpt,IN_CONTEXT_BEFORE_INITIAL,,,,,
a271344397d0507c_5376,A3,730,20250709-144247,20250709-144339,"{'oids': ['knife_0', 'bread_0'], 'summary': ['knife_0 is PickedUp,   ; ', 'bread_0  ; '], 'holding': 'knife_0', 'visual': 'BreadSliced; BreadSliced; BreadSliced; BreadSliced; BreadSliced; Bread; Cup; Egg; SaltShaker; Tomato; Egg; Cup; WineBottle; Tomato; Floor; Knife; Window; Lettuce; Blinds; DiningTable'}",put the knife away,"[{'command': 'Find(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Pick_up(knife_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Slice(bread_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Place(knife_0, drawer_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A3,732,20250709-144247,20250709-144446,"{'oids': ['knife_0', 'bread_0', 'drawer_0'], 'summary': ['knife_0 is PickedUp,   ; ', 'bread_0  ; ', 'drawer_0  , has on top PepperShaker, DishSponge, Egg; '], 'holding': 'knife_0', 'visual': 'BreadSliced; BreadSliced; BreadSliced; BreadSliced; BreadSliced; Bread; Cup; Plate; Apple; Lettuce; Floor; Knife; Window; Lettuce; ButterKnife; Stool; DiningTable'}",put the knife on a countertop,"[{'command': 'Place(knife_0, drawer_0)', 'status': 'SubgoalStatus.FAILED'}]","['Place(knife_0, countertop_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_FAILED,,,,,
a271344397d0507c_5376,A3,734,20250709-144247,20250709-144512,"{'oids': ['knife_0', 'bread_0', 'drawer_0', 'countertop_0'], 'summary': ['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'drawer_0  , has on top PepperShaker, DishSponge, Egg; ', 'countertop_0  , has on top Bowl, WineBottle, Cup, Bowl, Bread, Tomato, WineBottle, Knife; '], 'holding': None, 'visual': 'Bowl; WineBottle; Bread; Tomato; Drawer; StoveBurner; CounterTop; Cabinet; StoveBurner; Knife; StoveKnob; StoveKnob; WineBottle; Bowl; Cup; Pan; Microwave'}",pick up a slice of bread and put it in the toaster,"[{'command': 'Place(knife_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(breadsliced_0)', 'Place(breadsliced_0, toaster_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
a271344397d0507c_5376,A3,736,20250709-144247,20250709-150617,"{'oids': ['knife_0', 'bread_0', 'drawer_0', 'countertop_0', 'breadsliced_0', 'toaster_0'], 'summary': ['knife_0  is on top of a countertop_0 ; ', 'bread_0  ; ', 'drawer_0  , has on top PepperShaker, DishSponge, Egg; ', 'countertop_0  , has on top Bowl, WineBottle, Cup, Knife, Bowl, Tomato, Bread, WineBottle; ', 'breadsliced_0 is Cooked,   is on top of a CounterTop and on top of a toaster_0 ; ', 'toaster_0 is Toggled,   is on top of a CounterTop , has on top Bread; '], 'holding': None, 'visual': 'BreadSliced; SaltShaker; Fork; Tomato; Apple; Lettuce; CounterTop; Sink; Cabinet; Potato; Plate; Toaster; SinkBasin; SaltShaker; Faucet'}",pick up the bread slice and put it on a plate,"[{'command': 'Pick_up(breadsliced_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(breadsliced_0, toaster_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pick_up(breadsliced_0)', 'Place(breadsliced_0, plate_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A3,739,20250709-150813,20250709-150813,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Pan; Drawer; CounterTop; Cabinet; Cabinet; CounterTop; Floor; ButterKnife'}",fill a cup with water,[],"['Pick_up(cup_0)', 'Place(cup_0, sinkbasin_0)', 'Toggle_on(faucet_0)']",,gpt,NO_CONTEXT,,,,,
8d187c2be57b026b_14a6,A3,741,20250709-150813,20250709-150858,"{'oids': ['cup_0'], 'summary': ['cup_0 is FilledWithLiquid,   is inside a Fridge ; '], 'holding': None, 'visual': 'Pan; SaltShaker; Drawer; Cabinet; Drawer; Cabinet; CounterTop; CounterTop; Floor; Fridge'}",ok use a pot instead,"[{'command': 'Pick_up(cup_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Place(cup_0, sinkbasin_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Pick_up(pot_0)', 'Place(pot_0, sinkbasin_0)', 'Toggle_on(faucet_0)']",,gpt,IN_CONTEXT_AFTER_FAILED,replace cup_0 with pot_0 in the plan,OK,,,
8d187c2be57b026b_14a6,A3,743,20250709-150813,20250709-151009,"{'oids': ['cup_0', 'pot_0', 'sinkbasin_0'], 'summary': ['cup_0 is FilledWithLiquid,   is inside a Fridge ; ', 'pot_0 is Dirty,  is PickedUp,   ; ', 'sinkbasin_0  , has inside Knife, SoapBottle; '], 'holding': 'pot_0', 'visual': 'DishSponge; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Cabinet; Drawer; Floor; HousePlant; Pot; Window; CoffeeMachine; Mug'}",put away the pot on a countertop,"[{'command': 'Pick_up(pot_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}, {'command': 'Place(pot_0, sinkbasin_0)', 'status': 'SubgoalStatus.FAILED'}, {'command': 'Toggle_on(faucet_0)', 'status': 'SubgoalStatus.NOT_ATTEMPTED'}]","['Place(pot_0, countertop_0)']",,gpt,IN_CONTEXT_AFTER_FAILED,just put the pot on the countertop. Do not turn on the faucet because the pot will not be in the sink. Forget the old plan,OK,,,
8d187c2be57b026b_14a6,A3,745,20250709-150813,20250709-151034,"{'oids': ['cup_0', 'pot_0', 'sinkbasin_0', 'countertop_0'], 'summary': ['cup_0 is FilledWithLiquid,   is inside a Fridge ; ', 'pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Knife, SoapBottle; ', 'countertop_0  , has on top HousePlant, DishSponge, Pot, CoffeeMachine, Mug, Faucet; '], 'holding': None, 'visual': 'DishSponge; SoapBottle; Drawer; Drawer; CounterTop; Cabinet; Cabinet; Cabinet; Drawer; Sink; HousePlant; Pot; Window; Knife; CoffeeMachine; SinkBasin; Mug; Faucet'}",pick up a mug,"[{'command': 'Place(pot_0, countertop_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]",['Pick_up(mug_0)'],,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
8d187c2be57b026b_14a6,A3,747,20250709-150813,20250709-151051,"{'oids': ['cup_0', 'pot_0', 'sinkbasin_0', 'countertop_0', 'mug_0'], 'summary': ['cup_0 is FilledWithLiquid,   is inside a Fridge ; ', 'pot_0 is Dirty,   is on top of a countertop_0 ; ', 'sinkbasin_0  , has inside Knife, SoapBottle; ', 'countertop_0  , has on top HousePlant, Pot, DishSponge, CoffeeMachine, Faucet; ', 'mug_0 is FilledWithLiquid,  is Dirty,  is PickedUp,   ; '], 'holding': 'mug_0', 'visual': 'SoapBottle; Drawer; CounterTop; Cabinet; Cabinet; Drawer; Sink; HousePlant; GarbageCan; Window; Knife; CoffeeMachine; SinkBasin; Mug; Faucet'}","this mug is already filled with water, use it to water the plant","[{'command': 'Pick_up(mug_0)', 'status': 'SubgoalStatus.SUCCESSFUL'}]","['Pour(mug_0, houseplant_0)']",,gpt,IN_CONTEXT_AFTER_FINAL_SUCCESS,,,,,
140100bb94c405d9_6347,A3,750,20250709-151227,20250709-151227,"{'oids': [], 'summary': [], 'holding': None, 'visual': 'Floor'}",pick up a knife,[],['Pick_up(knife_0)'],,gpt,NO_CONTEXT,,,,,
